Source	gene	n_genomes	genomes_positive	prevalence_percent
Nuts/Seeds	stx1	18	5	27.77777777777778
Nuts/Seeds	stx1-S.-sonnei-CB7888	18	4	22.22222222222222
Nuts/Seeds	stx1a-O157-EDL933	18	0	0
Nuts/Seeds	stx1a-O157-FLY16	18	0	0
Nuts/Seeds	stx1a-O157-GPU96MM	18	4	22.22222222222222
Nuts/Seeds	stx1c-O174-DG131-3	18	0	0
Nuts/Seeds	stx1c-ONT-BCN26	18	0	0
Nuts/Seeds	stx1c-ONT-HI-C	18	0	0
Nuts/Seeds	stx1c-Out-HI-N	18	0	0
Nuts/Seeds	stx1d-ONT-92-1252	18	1	5.555555555555555
Nuts/Seeds	stx2	18	17	94.44444444444444
Nuts/Seeds	stx2a-O104-G5506	18	0	0
Nuts/Seeds	stx2a-O111-928-91	18	0	0
Nuts/Seeds	stx2a-O157-93-111	18	0	0
Nuts/Seeds	stx2a-O157-EDL933	18	4	22.22222222222222
Nuts/Seeds	stx2a-O157-SF-258-98	18	0	0
Nuts/Seeds	stx2a-O178-TS22-08	18	4	22.22222222222222
Nuts/Seeds	stx2a-O48-94C	18	0	0
Nuts/Seeds	stx2a-O8-BMH-17-0027	18	6	33.333333333333336
Nuts/Seeds	stx2a-O83-N1135	18	0	0
Nuts/Seeds	stx2a-O88-N2688	18	0	0
Nuts/Seeds	stx2a-ONT-EK9900	18	2	11.11111111111111
Nuts/Seeds	stx2b-O118-EH250	18	0	0
Nuts/Seeds	stx2b-O128-24196-97	18	0	0
Nuts/Seeds	stx2b-O146-BMH-17-0036	18	0	0
Nuts/Seeds	stx2b-O174-031	18	0	0
Nuts/Seeds	stx2b-O40-5293-98	18	0	0
Nuts/Seeds	stx2b-O96-S-6	18	0	0
Nuts/Seeds	stx2c-O157-310	18	0	0
Nuts/Seeds	stx2c-O157-469	18	1	5.555555555555555
Nuts/Seeds	stx2c-O157-A75	18	0	0
Nuts/Seeds	stx2c-O157-FLY16	18	1	5.555555555555555
Nuts/Seeds	stx2c-O157-Y350-	18	0	0
Nuts/Seeds	stx2c-O177-06-5121	18	0	0
Nuts/Seeds	stx2c-OR-TS27-08	18	2	11.11111111111111
Nuts/Seeds	stx2d-O2-EC604a	18	0	0
Nuts/Seeds	stx2d-O28-MT71	18	0	0
Nuts/Seeds	stx2d-O73-C165-02	18	0	0
Nuts/Seeds	stx2d-OR-TS06-08	18	0	0
Nuts/Seeds	stx2d1-O91-B2F1	18	0	0
Nuts/Seeds	stx2e-O139-S1191	18	0	0
Nuts/Seeds	stx2e-ONT-26725-97	18	0	0
Nuts/Seeds	stx2g-O2-7v	18	0	0
Nuts/Seeds	stx2h-O102-STEC299	18	0	0
Nuts/Seeds	stx2i-O9-CB10366	18	0	0
Nuts/Seeds	stx2j-O33-PNUSAE005447	18	0	0
Nuts/Seeds	stx2k-O48-STEC309	18	0	0
Nuts/Seeds	subA	18	4	22.22222222222222
Nuts/Seeds	tccP	18	0	0
Nuts/Seeds	terC	18	18	100
Nuts/Seeds	tia	18	1	5.555555555555555
Nuts/Seeds	tibC	18	0	0
Nuts/Seeds	tir	18	1	5.555555555555555
Nuts/Seeds	toxB	18	1	5.555555555555555
Nuts/Seeds	traJ	18	3	16.666666666666668
Nuts/Seeds	traT	18	15	83.33333333333333
Nuts/Seeds	tsh	18	0	0
Nuts/Seeds	usp	18	0	0
Nuts/Seeds	vat	18	0	0
Nuts/Seeds	yehA	18	17	94.44444444444444
Nuts/Seeds	yehB	18	17	94.44444444444444
Nuts/Seeds	yehC	18	17	94.44444444444444
Nuts/Seeds	yehD	18	17	94.44444444444444
Nuts/Seeds	yfcV	18	0	0
Nuts/Seeds	yghJ	18	17	94.44444444444444
Other	AslA	1	1	100
Other	C719-09_SefB:unpublished	1	0	0
Other	C719-09_SefC:unpublished	1	0	0
Other	F17A	1	0	0
Other	F17C	1	0	0
Other	F17D	1	0	0
Other	F17G	1	0	0
Other	ORF3	1	0	0
Other	ORF4	1	0	0
Other	aaiC	1	0	0
Other	aalF	1	0	0
Other	aamR	1	0	0
Other	afaA	1	0	0
Other	afaB	1	0	0
Other	afaC	1	0	0
Other	afaD	1	0	0
Other	air	1	0	0
Other	anr	1	1	100
Other	astA	1	1	100
Other	capU	1	0	0
Other	cba	1	0	0
Other	cdt-Ea	1	0	0
Other	cdt-IIIB	1	0	0
Other	cdt-Sb	1	0	0
Other	cdt-VB	1	0	0
Other	cea	1	0	0
Other	chuA	1	1	100
Other	cia	1	0	0
Other	cib	1	0	0
Other	cif	1	0	0
Other	clbB	1	0	0
Other	cma	1	0	0
Other	cnf2	1	0	0
Other	colE2	1	0	0
Other	colE2-like	1	0	0
Other	colE4	1	0	0
Other	colE5	1	0	0
Other	colE7	1	0	0
Other	colE8	1	0	0
Other	colE9	1	0	0
Other	csgA	1	1	100
Other	cvaC	1	0	0
Other	dhaK	1	0	0
Other	eae-a03-zeta	1	0	0
Other	eae-b01a-beta_1a	1	0	0
Other	eae-e01-epsilon_1	1	0	0
Other	eae-g01-gamma_1	1	1	100
Other	eae-g02-theta	1	0	0
Other	efa1	1	0	0
Other	ehxA	1	1	100
Other	eilA	1	0	0
Other	eltIIAB-a	1	0	0
Other	epeA	1	0	0
Other	espA	1	1	100
Other	espB	1	1	100
Other	espF	1	1	100
Other	espI	1	0	0
Other	espJ	1	1	100
Other	espP	1	1	100
Other	espY2	1	1	100
Other	estap-STa4	1	0	0
Other	estb-STb2:NEMH01000033	1	0	0
Other	etpD	1	1	100
Other	etsC	1	0	0
Other	faeC	1	0	0
Other	faeD	1	0	0
Other	faeE	1	0	0
Other	faeF	1	0	0
Other	faeH	1	0	0
Other	faeI	1	0	0
Other	faeJ	1	0	0
Other	fdeC	1	1	100
Other	fedE	1	0	0
Other	fimH	1	1	100
Other	focCsfaE	1	0	0
Other	fyuA	1	0	0
Other	gad	1	1	100
Other	hha	1	0	0
Other	hlyA	1	0	0
Other	hlyE	1	1	100
Other	hlyF	1	0	0
Other	hra	1	0	0
Other	ibeA	1	0	0
Other	iha	1	1	100
Other	ireA	1	0	0
Other	iroN	1	0	0
Other	irp2	1	0	0
Other	iss	1	1	100
Other	iucC	1	0	0
Other	iutA	1	0	0
Other	katP	1	1	100
Other	kpsE	1	0	0
Other	kpsMII	1	0	0
Other	kpsMII_K1	1	0	0
Other	kpsMII_K5	1	0	0
Other	lpfA	1	0	0
Other	lys	1	0	0
Other	mcbA	1	0	0
Other	mchB	1	0	0
Other	mchC	1	0	0
Other	mchF	1	0	0
Other	mcmA	1	0	0
Other	neuC	1	0	0
Other	nleA	1	1	100
Other	nleB	1	1	100
Other	nleC	1	1	100
Other	nlpI	1	1	100
Other	ompT	1	1	100
Other	papA_F12	1	0	0
Other	papA_F19	1	0	0
Other	papA_F20	1	0	0
Other	papC	1	0	0
Other	pic	1	0	0
Other	senB	1	0	0
Other	sfaD	1	0	0
Other	sfaS	1	0	0
Other	shiA	1	0	0
Other	shiB	1	0	0
Other	sitA	1	0	0
Other	stx1	1	1	100
Other	stx1-S.-sonnei-CB7888	1	0	0
Other	stx1a-O157-EDL933	1	0	0
Other	stx1a-O157-FLY16	1	0	0
Other	stx1a-O157-GPU96MM	1	1	100
Other	stx1c-O174-DG131-3	1	0	0
Other	stx1c-ONT-BCN26	1	0	0
Other	stx1c-ONT-HI-C	1	0	0
Other	stx1c-Out-HI-N	1	0	0
Other	stx1d-ONT-92-1252	1	0	0
Other	stx2	1	1	100
Other	stx2a-O104-G5506	1	0	0
Other	stx2a-O111-928-91	1	0	0
Other	stx2a-O157-93-111	1	0	0
Other	stx2a-O157-EDL933	1	1	100
Other	stx2a-O157-SF-258-98	1	0	0
Other	stx2a-O178-TS22-08	1	0	0
Other	stx2a-O48-94C	1	0	0
Other	stx2a-O8-BMH-17-0027	1	0	0
Other	stx2a-O83-N1135	1	0	0
Other	stx2a-O88-N2688	1	0	0
Other	stx2a-ONT-EK9900	1	0	0
Other	stx2b-O118-EH250	1	0	0
Other	stx2b-O128-24196-97	1	0	0
Other	stx2b-O146-BMH-17-0036	1	0	0
Other	stx2b-O174-031	1	0	0
Other	stx2b-O40-5293-98	1	0	0
Other	stx2b-O96-S-6	1	0	0
Other	stx2c-O157-310	1	0	0
Other	stx2c-O157-469	1	0	0
Other	stx2c-O157-A75	1	0	0
Other	stx2c-O157-FLY16	1	0	0
Other	stx2c-O157-Y350-	1	0	0
Other	stx2c-O177-06-5121	1	0	0
Other	stx2c-OR-TS27-08	1	0	0
Other	stx2d-O2-EC604a	1	0	0
Other	stx2d-O28-MT71	1	0	0
Other	stx2d-O73-C165-02	1	0	0
Other	stx2d-OR-TS06-08	1	0	0
Other	stx2d1-O91-B2F1	1	0	0
Other	stx2e-O139-S1191	1	0	0
Other	stx2e-ONT-26725-97	1	0	0
Other	stx2g-O2-7v	1	0	0
Other	stx2h-O102-STEC299	1	0	0
Other	stx2i-O9-CB10366	1	0	0
Other	stx2j-O33-PNUSAE005447	1	0	0
Other	stx2k-O48-STEC309	1	0	0
Other	subA	1	0	0
Other	tccP	1	0	0
Other	terC	1	1	100
Other	tia	1	0	0
Other	tibC	1	0	0
Other	tir	1	1	100
Other	toxB	1	1	100
Other	traJ	1	0	0
Other	traT	1	1	100
Other	tsh	1	0	0
Other	usp	1	0	0
Other	vat	1	0	0
Other	yehA	1	0	0
Other	yehB	1	0	0
Other	yehC	1	0	0
Other	yehD	1	0	0
Other	yfcV	1	0	0
Other	yghJ	1	0	0
Vegetable	AslA	6	6	100
Vegetable	C719-09_SefB:unpublished	6	0	0
Vegetable	C719-09_SefC:unpublished	6	0	0
Vegetable	F17A	6	0	0
Vegetable	F17C	6	0	0
Vegetable	F17D	6	0	0
Vegetable	F17G	6	0	0
Vegetable	ORF3	6	0	0
Vegetable	ORF4	6	0	0
Vegetable	aaiC	6	0	0
Vegetable	aalF	6	0	0
Vegetable	aamR	6	0	0
Vegetable	afaA	6	0	0
Vegetable	afaB	6	0	0
Vegetable	afaC	6	0	0
Vegetable	afaD	6	0	0
Vegetable	air	6	1	16.666666666666668
Vegetable	anr	6	2	33.333333333333336
Vegetable	astA	6	3	50
Vegetable	capU	6	0	0
Vegetable	cba	6	0	0
Vegetable	cdt-Ea	6	0	0
Vegetable	cdt-IIIB	6	0	0
Vegetable	cdt-Sb	6	0	0
Vegetable	cdt-VB	6	1	16.666666666666668
Vegetable	cea	6	2	33.333333333333336
Vegetable	chuA	6	4	66.66666666666667
Vegetable	cia	6	1	16.666666666666668
Vegetable	cib	6	0	0
Vegetable	cif	6	0	0
Vegetable	clbB	6	0	0
Vegetable	cma	6	0	0
Vegetable	cnf2	6	0	0
Vegetable	colE2	6	0	0
Vegetable	colE2-like	6	0	0
Vegetable	colE4	6	1	16.666666666666668
Vegetable	colE5	6	0	0
Vegetable	colE7	6	1	16.666666666666668
Vegetable	colE8	6	0	0
Vegetable	colE9	6	0	0
Vegetable	csgA	6	6	100
Vegetable	cvaC	6	2	33.333333333333336
Vegetable	dhaK	6	0	0
Vegetable	eae-a03-zeta	6	0	0
Vegetable	eae-b01a-beta_1a	6	0	0
Vegetable	eae-e01-epsilon_1	6	0	0
Vegetable	eae-g01-gamma_1	6	2	33.333333333333336
Vegetable	eae-g02-theta	6	0	0
Vegetable	efa1	6	0	0
Vegetable	ehxA	6	4	66.66666666666667
Vegetable	eilA	6	1	16.666666666666668
Vegetable	eltIIAB-a	6	0	0
Vegetable	epeA	6	0	0
Vegetable	espA	6	2	33.333333333333336
Vegetable	espB	6	2	33.333333333333336
Vegetable	espF	6	1	16.666666666666668
Vegetable	espI	6	0	0
Vegetable	espJ	6	2	33.333333333333336
Vegetable	espP	6	2	33.333333333333336
Vegetable	espY2	6	3	50
Vegetable	estap-STa4	6	0	0
Vegetable	estb-STb2:NEMH01000033	6	0	0
Vegetable	etpD	6	2	33.333333333333336
Vegetable	etsC	6	0	0
Vegetable	faeC	6	0	0
Vegetable	faeD	6	0	0
Vegetable	faeE	6	0	0
Vegetable	faeF	6	0	0
Vegetable	faeH	6	0	0
Vegetable	faeI	6	0	0
Vegetable	faeJ	6	0	0
Vegetable	fdeC	6	6	100
Vegetable	fedE	6	0	0
Vegetable	fimH	6	6	100
Vegetable	focCsfaE	6	0	0
Vegetable	fyuA	6	1	16.666666666666668
Vegetable	gad	6	4	66.66666666666667
Vegetable	hha	6	2	33.333333333333336
Vegetable	hlyA	6	0	0
Vegetable	hlyE	6	5	83.33333333333333
Vegetable	hlyF	6	0	0
Vegetable	hra	6	2	33.333333333333336
Vegetable	ibeA	6	0	0
Vegetable	iha	6	4	66.66666666666667
Vegetable	ireA	6	0	0
Vegetable	iroN	6	0	0
Vegetable	irp2	6	1	16.666666666666668
Vegetable	iss	6	4	66.66666666666667
Vegetable	iucC	6	1	16.666666666666668
Vegetable	iutA	6	1	16.666666666666668
Vegetable	katP	6	2	33.333333333333336
Vegetable	kpsE	6	1	16.666666666666668
Vegetable	kpsMII	6	1	16.666666666666668
Vegetable	kpsMII_K1	6	0	0
Vegetable	kpsMII_K5	6	0	0
Vegetable	lpfA	6	1	16.666666666666668
Vegetable	lys	6	0	0
Vegetable	mcbA	6	0	0
Vegetable	mchB	6	0	0
Vegetable	mchC	6	0	0
Vegetable	mchF	6	0	0
Vegetable	mcmA	6	0	0
Vegetable	neuC	6	0	0
Vegetable	nleA	6	2	33.333333333333336
Vegetable	nleB	6	2	33.333333333333336
Vegetable	nleC	6	2	33.333333333333336
Vegetable	nlpI	6	6	100
Vegetable	ompT	6	5	83.33333333333333
Vegetable	papA_F12	6	1	16.666666666666668
Vegetable	papA_F19	6	0	0
Vegetable	papA_F20	6	0	0
Vegetable	papC	6	1	16.666666666666668
Vegetable	pic	6	0	0
Vegetable	senB	6	0	0
Vegetable	sfaD	6	0	0
Vegetable	sfaS	6	0	0
Vegetable	shiA	6	0	0
Vegetable	shiB	6	0	0
Vegetable	sitA	6	1	16.666666666666668
Vegetable	stx1	6	2	33.333333333333336
Vegetable	stx1-S.-sonnei-CB7888	6	0	0
Vegetable	stx1a-O157-EDL933	6	0	0
Vegetable	stx1a-O157-FLY16	6	1	16.666666666666668
Vegetable	stx1a-O157-GPU96MM	6	1	16.666666666666668
Vegetable	stx1c-O174-DG131-3	6	0	0
Vegetable	stx1c-ONT-BCN26	6	0	0
Vegetable	stx1c-ONT-HI-C	6	0	0
Vegetable	stx1c-Out-HI-N	6	0	0
Vegetable	stx1d-ONT-92-1252	6	0	0
Vegetable	stx2	6	6	100
Vegetable	stx2a-O104-G5506	6	0	0
Vegetable	stx2a-O111-928-91	6	0	0
Vegetable	stx2a-O157-93-111	6	0	0
Vegetable	stx2a-O157-EDL933	6	2	33.333333333333336
Vegetable	stx2a-O157-SF-258-98	6	0	0
Vegetable	stx2a-O178-TS22-08	6	0	0
Vegetable	stx2a-O48-94C	6	0	0
Vegetable	stx2a-O8-BMH-17-0027	6	0	0
Vegetable	stx2a-O83-N1135	6	0	0
Vegetable	stx2a-O88-N2688	6	0	0
Vegetable	stx2a-ONT-EK9900	6	1	16.666666666666668
Vegetable	stx2b-O118-EH250	6	0	0
Vegetable	stx2b-O128-24196-97	6	0	0
Vegetable	stx2b-O146-BMH-17-0036	6	0	0
Vegetable	stx2b-O174-031	6	0	0
Vegetable	stx2b-O40-5293-98	6	0	0
Vegetable	stx2b-O96-S-6	6	0	0
Vegetable	stx2c-O157-310	6	0	0
Vegetable	stx2c-O157-469	6	0	0
Vegetable	stx2c-O157-A75	6	0	0
Vegetable	stx2c-O157-FLY16	6	0	0
Vegetable	stx2c-O157-Y350-	6	0	0
Vegetable	stx2c-O177-06-5121	6	0	0
Vegetable	stx2c-OR-TS27-08	6	0	0
Vegetable	stx2d-O2-EC604a	6	0	0
Vegetable	stx2d-O28-MT71	6	0	0
Vegetable	stx2d-O73-C165-02	6	0	0
Vegetable	stx2d-OR-TS06-08	6	0	0
Vegetable	stx2d1-O91-B2F1	6	0	0
Vegetable	stx2e-O139-S1191	6	0	0
Vegetable	stx2e-ONT-26725-97	6	0	0
Vegetable	stx2g-O2-7v	6	0	0
Vegetable	stx2h-O102-STEC299	6	1	16.666666666666668
Vegetable	stx2i-O9-CB10366	6	0	0
Vegetable	stx2j-O33-PNUSAE005447	6	1	16.666666666666668
Vegetable	stx2k-O48-STEC309	6	0	0
Vegetable	subA	6	0	0
Vegetable	tccP	6	0	0
Vegetable	terC	6	6	100
Vegetable	tia	6	0	0
Vegetable	tibC	6	0	0
Vegetable	tir	6	2	33.333333333333336
Vegetable	toxB	6	2	33.333333333333336
Vegetable	traJ	6	1	16.666666666666668
Vegetable	traT	6	5	83.33333333333333
Vegetable	tsh	6	0	0
Vegetable	usp	6	1	16.666666666666668
Vegetable	vat	6	1	16.666666666666668
Vegetable	yehA	6	4	66.66666666666667
Vegetable	yehB	6	4	66.66666666666667
Vegetable	yehC	6	4	66.66666666666667
Vegetable	yehD	6	4	66.66666666666667
Vegetable	yfcV	6	1	16.666666666666668
Vegetable	yghJ	6	3	50
